경기날짜,팀1 이름,팀2 이름,팀1 점수,팀2 점수,팀1 투수,팀2 투수
20090606,LG,키움,4,11,최성민,송신영
20090607,삼성,KIA,3,4,오승환,진민호
20090607,SK,한화,5,4,채병용,토마스
20090607,롯데,두산,1,0,손민한,김선우
20090607,LG,키움,1,7,정재복,이현승
20090609,삼성,SK,5,3,크루세타,전병두
20090609,LG,두산,0,4,심수창,홍상삼
20090609,한화,롯데,3,9,김혁민,이용훈
20090610,삼성,SK,5,7,윤성환,고효준
20090610,LG,두산,8,0,봉중근,금민철
20090610,KIA,키움,2,4,박경태,이보근
20090610,한화,롯데,0,5,류현진,송승준
20090611,삼성,SK,5,3,정현욱,이승호
20090611,LG,두산,3,4,이재영,임태훈
20090611,KIA,키움,9,6,서재응,이동학
20090611,한화,롯데,6,12,정민철,조정훈
20090612,키움,롯데,9,13,김수경,장원준
20090612,SK,LG,7,6,전병두,우규민
20090612,두산,삼성,15,3,김선우,에르난데스
20090612,한화,KIA,6,16,유원상,박경태
20090613,키움,롯데,7,0,이현승,손민한
20090613,SK,LG,2,3,정대현,이재영
20090613,두산,삼성,17,5,세데뇨,차우찬
20090613,한화,KIA,8,3,안영명,구톰슨
20090614,키움,롯데,15,5,장원삼,김일엽
20090614,SK,LG,3,5,고효준,심수창
20090614,두산,삼성,5,1,홍상삼,크루세타
20090614,한화,KIA,2,5,김혁민,양현종
20090616,SK,키움,3,6,김광현,이보근
20090616,롯데,삼성,2,10,이용훈,윤성환
20090616,LG,한화,6,3,봉중근,류현진
20090616,KIA,두산,2,1,로페즈,김상현
20090617,SK,키움,6,5,전병두,김성현
20090617,롯데,삼성,1,0,송승준,권혁
20090617,LG,한화,4,12,김광수,유원상
20090617,KIA,두산,4,5,한기주,임태훈
20090618,SK,키움,1,6,카도쿠라,이현승
20090618,롯데,삼성,9,6,조정훈,정현욱
20090618,LG,한화,12,6,정찬헌,정민철
20090618,KIA,두산,4,2,한기주,김명제
20090619,삼성,LG,4,5,정현욱,김광수
20090619,두산,SK,4,8,홍상삼,채병용
20090619,KIA,롯데,3,6,한기주,임경완
20090619,한화,키움,4,1,안영명,장원삼
20090620,KIA,롯데,1,7,양현종,손민한
20090621,삼성,LG,5,6,권혁,오상민
20090621,두산,SK,3,8,김상현,김광현
20090621,한화,키움,5,8,김혁민,이보근
20090621,KIA,롯데,7,4,로페즈,김일엽
20090621,두산,SK,11,2,이재우,고효준
20090621,한화,키움,6,9,윤규진,김수경
20090621,삼성,LG,1,8,윤성환,봉중근
20090623,키움,LG,11,8,전준호,정찬헌
20090623,SK,KIA,11,1,송은범,진민호
20090623,두산,롯데,3,7,김선우,송승준
20090623,한화,삼성,2,3,류현진,김상수
20090624,키움,LG,2,6,이현승,바우어
20090624,SK,KIA,3,3,,
20090624,두산,롯데,5,4,홍상삼,조정훈
20090624,한화,삼성,7,9,유원상,에르난데스
20090625,키움,LG,2,1,장원삼,정재복
20090625,SK,KIA,5,6,최정,곽정철
20090625,두산,롯데,1,4,김성배,장원준
20090625,한화,삼성,5,10,안영명,차우찬
20090626,키움,KIA,3,0,강윤구,양현종
20090626,삼성,두산,4,5,권혁,임태훈
20090626,롯데,한화,6,4,손민한,김혁민
20090626,LG,SK,3,6,심수창,글로버
20090627,키움,KIA,10,2,김수경,로페즈
20090627,삼성,두산,12,7,윤성환,세데뇨
20090627,롯데,한화,4,3,이용훈,최영필
20090627,LG,SK,1,3,봉중근,김광현
20090628,키움,KIA,1,5,김성현,이대진
20090628,삼성,두산,6,2,이우선,김상현
20090628,롯데,한화,2,0,송승준,류현진
20090628,LG,SK,2,8,정찬헌,송은범
20090630,두산,키움,4,3,홍상삼,장원삼
20090630,롯데,LG,5,6,강영식,류택현
20090630,한화,SK,2,4,유원상,카도쿠라
20090701,두산,키움,7,12,김성배,마일영
20090701,롯데,LG,6,4,강영식,정찬헌
20090701,KIA,삼성,4,5,구톰슨,차우찬
20090701,한화,SK,2,10,안영명,고효준
20090702,두산,키움,2,3,이용찬,송신영
20090702,롯데,LG,4,3,강영식,심수창
20090702,KIA,삼성,14,9,손영민,김상수
20090702,한화,SK,3,11,김혁민,글로버
20090703,키움,삼성,3,10,강윤구,크루세타
20090703,SK,롯데,7,5,이승호,오병일
20090703,두산,LG,1,10,노경은,봉중근
20090703,KIA,한화,9,1,로페즈,최영필
20090704,SK,롯데,0,1,송은범,송승준
20090704,두산,LG,4,11,김선우,김광수
20090704,KIA,한화,4,5,한기주,양훈
20090705,키움,삼성,3,4,이보근,윤성환
20090705,SK,롯데,2,3,카도쿠라,조정훈
20090705,두산,LG,4,5,홍상삼,바우어
20090705,KIA,한화,3,14,서재응,유원상
20090707,키움,한화,12,10,전준호,정종민
20090707,SK,두산,2,4,고효준,이재우
20090708,키움,한화,4,7,김수경,김혁민
20090708,삼성,롯데,3,2,차우찬,장원준
20090708,SK,두산,3,8,글로버,세데뇨
20090708,LG,KIA,3,6,심수창,구톰슨
20090709,삼성,롯데,3,0,크루세타,손민한
20090710,삼성,SK,7,2,이우선,김광현
20090710,두산,KIA,2,3,임태훈,유동훈
20090710,롯데,키움,3,0,송승준,이현승
20090710,한화,LG,4,5,양훈,류택현
20090711,삼성,SK,5,3,윤성환,송은범
20090711,롯데,키움,4,3,조정훈,장원삼
20090711,한화,LG,8,0,류현진,김광수
20090714,두산,삼성,14,9,금민철,차우찬
20090714,한화,롯데,1,8,김혁민,장원준
20090715,SK,LG,2,3,글로버,한희
20090715,두산,삼성,3,6,니코스키,크루세타
20090715,KIA,키움,7,4,구톰슨,마일영
20090715,한화,롯데,2,7,유원상,손민한
20090716,SK,LG,10,4,김광현,봉중근
20090716,두산,삼성,12,11,금민철,오승환
20090716,KIA,키움,2,6,서재응,이현승
20090716,한화,롯데,6,7,황재규,애킨스
20090718,롯데,SK,5,4,임경완,정대현
20090718,LG,삼성,3,8,심수창,윤성환
20090718,KIA,한화,14,4,로페즈,류현진
20090719,키움,두산,8,12,장원삼,고창성
20090719,롯데,SK,16,7,장원준,고효준
20090719,LG,삼성,8,10,이재영,정현욱
20090719,KIA,한화,5,0,윤석민,안영명
20090721,삼성,키움,8,6,권혁,이보근
20090721,롯데,두산,14,2,손민한,니코스키
20090721,LG,KIA,2,1,봉중근,곽정철
20090721,한화,SK,11,1,유원상,글로버
20090722,삼성,키움,3,10,배영수,이현승
20090722,롯데,두산,3,10,송승준,홍상삼
20090722,LG,KIA,1,2,정찬헌,유동훈
20090722,한화,SK,2,7,연지,김광현
20090723,삼성,키움,7,5,권혁,이보근
20090723,롯데,두산,6,4,조정훈,세데뇨
20090723,LG,KIA,0,4,심수창,로페즈
20090723,한화,SK,2,5,류현진,송은범
20090728,삼성,LG,8,9,권혁,류택현
20090728,SK,키움,2,3,정대현,마일영
20090728,두산,한화,7,2,니코스키,연지
20090728,KIA,롯데,12,2,로페즈,송승준
20090729,삼성,LG,5,6,최원제,정찬헌
20090729,SK,키움,6,4,전병두,신철인
20090729,두산,한화,3,7,임태훈,유원상
20090729,KIA,롯데,3,14,양현종,손민한
20090730,삼성,LG,8,2,윤성환,서승화
20090730,SK,키움,15,8,고효준,배힘찬
20090730,두산,한화,2,1,김선우,류현진
20090730,KIA,롯데,7,5,손영민,애킨스
20090731,삼성,KIA,2,5,차우찬,윤석민
20090731,SK,두산,4,6,이승호,김상현
20090731,롯데,한화,7,0,조정훈,김혁민
20090731,LG,키움,2,3,심수창,마일영
20090801,삼성,KIA,3,7,배영수,구톰슨
20090801,SK,두산,1,5,전병두,금민철
20090801,롯데,한화,3,8,이용훈,안영명
20090801,LG,키움,6,7,정찬헌,황두성
20090802,삼성,KIA,3,4,권혁,로페즈
20090802,SK,두산,11,4,고효준,니코스키
20090802,롯데,한화,5,3,송승준,연지
20090802,LG,키움,2,3,서승화,배힘찬
20090804,키움,SK,8,9,전준호,정대현
20090804,두산,롯데,12,4,홍상삼,손민한
20090804,KIA,LG,12,2,양현종,김광수
20090804,한화,삼성,5,6,유원상,나이트
20090805,키움,SK,8,10,이보근,전병두
20090805,두산,롯데,12,3,김선우,강영식
20090805,KIA,LG,9,7,이대진,봉중근
20090805,한화,삼성,2,13,류현진,윤성환
20090806,키움,SK,3,2,오재영,고효준
20090806,두산,롯데,5,2,세데뇨,조정훈
20090806,KIA,LG,11,6,윤석민,심수창
20090806,한화,삼성,6,7,김혁민,정현욱
20090807,삼성,롯데,4,7,배영수,송승준
20090807,두산,LG,0,2,니코스키,존슨
20090808,키움,한화,5,4,김영민,양훈
20090808,삼성,롯데,1,3,크루세타,이용훈
20090808,SK,KIA,6,9,고효준,구톰슨
20090808,두산,LG,3,0,금민철,한희
20090809,키움,한화,10,7,김수경,연지
20090809,삼성,롯데,6,2,나이트,손민한
20090809,SK,KIA,3,6,김원형,서재응
20090809,두산,LG,6,7,정재훈,이재영
20090811,롯데,KIA,0,3,장원준,양현종
20090812,삼성,키움,9,4,윤성환,김영민
20090812,롯데,KIA,0,2,조정훈,윤석민
20090812,LG,SK,3,6,존슨,송은범
20090812,한화,두산,5,10,유원상,김선우
20090813,삼성,키움,0,5,배영수,황두성
20090813,롯데,KIA,8,5,임경완,이대진
20090813,LG,SK,5,2,봉중근,이승호
20090813,한화,두산,2,11,김혁민,니코스키
20090814,SK,한화,3,0,글로버,안영명
20090814,두산,키움,3,7,세데뇨,이현승
20090814,롯데,LG,14,11,강영식,한희
20090814,KIA,삼성,9,2,구톰슨,크루세타
20090815,SK,한화,5,1,카도쿠라,김백만
20090815,두산,키움,8,5,고창성,이보근
20090815,롯데,LG,2,9,손민한,김광수
20090815,KIA,삼성,4,14,로페즈,나이트
20090816,SK,한화,3,4,임성헌,윤규진
20090816,두산,키움,6,7,세데뇨,이보근
20090816,롯데,LG,5,4,장원준,이승우
20090816,KIA,삼성,10,8,양현종,차우찬
20090818,키움,KIA,2,9,마일영,윤석민
20090818,삼성,한화,10,7,윤성환,유원상
20090818,SK,롯데,9,4,윤길현,조정훈
20090818,LG,두산,7,3,이재영,임태훈
20090819,키움,KIA,4,1,황두성,이대진
20090819,삼성,한화,5,13,크루세타,류현진
20090819,SK,롯데,4,1,글로버,송승준
20090819,LG,두산,6,1,봉중근,니코스키
20090820,SK,롯데,11,8,전병두,애킨스
20090820,LG,두산,3,12,노진용,임태훈
20090821,삼성,두산,4,1,나이트,홍상삼
20090821,LG,롯데,8,7,경헌호,이정훈
20090821,KIA,SK,8,4,손영민,이승호
20090821,한화,키움,9,4,안영명,이현승
20090822,삼성,두산,5,12,박성훈,금민철
20090822,LG,롯데,7,6,류택현,나승현
20090822,KIA,SK,11,4,로페즈,김원형
20090822,한화,키움,2,4,연지,김수경
20090823,삼성,두산,4,5,권혁,정재훈
20090823,LG,롯데,3,6,박지철,조정훈
20090823,KIA,SK,2,1,윤석민,송은범
20090823,한화,키움,8,5,허유강,송신영
20090825,키움,LG,5,4,황두성,봉중근
20090825,두산,SK,2,3,김상현,윤길현
20090825,롯데,삼성,7,5,송승준,크루세타
20090825,한화,KIA,1,2,류현진,서재응
20090826,롯데,삼성,1,10,이용훈,나이트
20090826,한화,KIA,1,11,정종민,양현종
20090827,키움,LG,7,5,강윤구,이재영
20090827,두산,SK,2,7,세데뇨,카도쿠라
20090827,롯데,삼성,8,11,배장호,백정현
20090827,한화,KIA,7,1,안영명,이대진
20090828,키움,롯데,5,12,이현승,장원준
20090828,SK,삼성,6,4,윤길현,차우찬
20090828,LG,한화,7,8,존슨,연지
20090828,KIA,두산,13,7,구톰슨,홍상삼
20090829,키움,롯데,3,4,김수경,조정훈
20090829,SK,삼성,6,2,고효준,윤성환
20090829,LG,한화,12,8,오상민,양훈
20090829,KIA,두산,8,2,로페즈,김선우
20090830,키움,롯데,4,3,황두성,송승준
20090830,SK,삼성,3,1,글로버,크루세타
20090830,LG,한화,2,8,박지철,류현진
20090830,KIA,두산,6,1,윤석민,정재훈
20090901,SK,키움,6,3,카도쿠라,이현승
20090901,KIA,롯데,4,3,서재응,이정민
20090901,한화,두산,3,4,김혁민,니코스키
20090902,LG,키움,2,6,김광수,강윤구
20090902,KIA,삼성,12,5,오준형,나이트
20090902,한화,두산,9,10,토마스,김상현
20090903,키움,한화,6,7,송신영,토마스
20090903,SK,두산,11,5,윤길현,홍상삼
20090903,KIA,삼성,2,3,곽정철,정현욱
20090904,키움,한화,6,1,황두성,정종민
20090904,두산,KIA,5,3,김선우,로페즈
20090905,두산,KIA,15,7,김상현,윤석민
20090905,롯데,SK,1,2,임경완,글로버
20090905,한화,LG,3,1,류현진,봉중근
20090906,삼성,키움,4,3,정현욱,송신영
20090906,두산,LG,5,6,임태훈,경헌호
20090906,롯데,SK,5,7,송승준,이승호
20090908,키움,두산,3,7,김수경,이재우
20090908,SK,KIA,16,3,이승호,손영민
20090908,한화,롯데,4,2,안영명,애킨스
20090909,키움,두산,3,8,김영민,금민철
20090909,SK,KIA,3,1,고효준,구톰슨
20090909,LG,삼성,7,8,경헌호,김상수
20090910,키움,두산,11,9,송신영,김선우
20090910,LG,삼성,3,11,이승우,윤성환
20090910,KIA,한화,5,3,양현종,연지
20090911,LG,삼성,3,2,봉중근,박민규
20090911,KIA,한화,4,2,이대진,류현진
20090912,키움,한화,9,11,조용준,토마스
20090912,삼성,롯데,1,9,크루세타,장원준
20090912,LG,SK,3,6,한희,글로버
20090912,KIA,두산,9,10,곽정철,김상현
20090913,KIA,두산,1,10,서재응,니코스키
20090913,키움,한화,7,5,김수경,정종민
20090913,삼성,롯데,0,4,차우찬,조정훈
20090915,SK,LG,8,5,전병두,김광수
20090915,KIA,키움,4,3,손영민,오재영
20090915,한화,삼성,13,7,안영명,정현욱
20090916,SK,LG,2,2,,
20090916,KIA,키움,9,2,양현종,황두성
20090916,한화,삼성,1,6,연지,윤성환
20090917,키움,롯데,1,5,이현승,장원준
20090917,한화,두산,10,2,류현진,이재우
20090918,키움,롯데,3,4,김수경,조정훈
20090918,LG,KIA,1,6,한희,로페즈
20090918,한화,두산,0,2,김혁민,김선우
20090919,키움,삼성,0,7,김영민,크루세타
20090919,롯데,두산,5,4,송승준,금민철
20090919,LG,KIA,6,9,정재복,한기주
20090919,한화,SK,1,12,정종민,글로버
20090920,키움,삼성,1,9,강윤구,나이트
20090920,롯데,두산,5,2,배장호,니코스키
20090920,LG,KIA,4,5,류택현,유동훈
20090920,한화,SK,3,11,안영명,카도쿠라
20090922,삼성,SK,1,6,윤성환,고효준
20090922,롯데,키움,1,5,장원준,황두성
20090923,삼성,SK,4,7,박민규,윤길현
20090923,두산,키움,1,6,홍상삼,이현승
20090923,LG,한화,2,4,이승우,류현진
20090924,키움,KIA,0,5,김수경,로페즈
20090924,삼성,두산,5,7,크루세타,세데뇨
20090925,키움,KIA,2,5,신철인,한기주
20090925,삼성,한화,1,2,나이트,김혁민
20090925,두산,SK,4,8,김선우,정우람
20090925,롯데,LG,2,3,나승현,오상민
20090926,키움,LG,8,9,신철인,이동현
20090926,두산,SK,2,6,세데뇨,글로버
20090929,롯데,두산,7,2,조정훈,세데뇨
20090930,롯데,두산,0,6,장원준,금민철
20091002,두산,롯데,12,3,홍상삼,송승준
20091003,두산,롯데,9,5,김선우,배장호
20091007,두산,SK,3,2,금민철,글로버
20091008,두산,SK,4,1,임태훈,정우람
20091010,SK,두산,3,1,고효준,고창성
20091011,SK,두산,8,3,이승호,임태훈
20091014,두산,SK,3,14,세데뇨,이승호
20091016,SK,KIA,3,5,이승호,로페즈
20091017,SK,KIA,1,2,송은범,윤석민
20091019,KIA,SK,6,11,구톰슨,이승호
20091020,KIA,SK,3,4,양현종,채병용
20091022,SK,KIA,0,3,카도쿠라,로페즈
20091023,KIA,SK,2,3,양현종,채병용
20091024,SK,KIA,5,6,채병용,유동훈
20100327,키움,롯데,3,2,금민철,사도스키
20100327,LG,삼성,7,5,이동현,백정현
20100327,KIA,두산,3,8,로페즈,히메네스
20100327,한화,SK,2,3,카페얀,카도쿠라
20100328,키움,롯데,11,3,강윤구,장원준
20100328,LG,삼성,4,9,심수창,나이트
20100328,한화,SK,3,6,구대성,정우람
20100328,KIA,두산,9,10,박경태,박정배
20100330,삼성,KIA,6,1,크루세타,양현종
20100330,SK,LG,3,0,송은범,봉중근
20100330,두산,키움,7,2,김선우,번사이드
20100330,롯데,한화,3,13,송승준,류현진
20100331,삼성,KIA,2,4,백정현,손영민
20100402,키움,LG,14,5,금민철,곤잘레스
20100402,삼성,한화,8,1,윤성환,카페얀
20100402,두산,SK,10,3,히메네스,글로버
20100402,롯데,KIA,2,3,사도스키,윤석민
20100403,롯데,KIA,2,4,장원준,로페즈
20100403,키움,LG,4,5,송신영,오카모토
20100403,삼성,한화,9,11,나이트,안영명
20100403,두산,SK,5,6,이현승,카도쿠라
20100404,두산,SK,8,0,이재우,송은범
20100404,키움,LG,5,0,번사이드,봉중근
20100404,삼성,한화,2,1,안지만,데폴라
20100404,롯데,KIA,3,2,이정민,이동현
20100406,키움,삼성,3,7,김수경,크루세타
20100406,LG,롯데,5,7,김광삼,송승준
20100406,KIA,SK,3,1,양현종,고효준
20100406,한화,두산,2,3,마일영,임태훈
20100407,키움,삼성,1,3,금민철,배영수
20100407,LG,롯데,0,6,곤잘레스,조정훈
20100407,KIA,SK,5,3,서재응,엄정욱
20100407,한화,두산,2,8,김혁민,히메네스
20100408,키움,삼성,6,7,손승락,정현욱
20100408,LG,롯데,10,2,박명환,사도스키
20100408,KIA,SK,2,5,김희걸,김광현
20100408,한화,두산,4,5,데폴라,정재훈
20100409,SK,키움,4,1,카도쿠라,번사이드
20100409,LG,두산,7,7,,
20100409,KIA,삼성,5,6,차정민,안지만
20100409,한화,롯데,15,14,마일영,김사율
20100410,SK,키움,7,2,송은범,강윤구
20100410,LG,두산,2,3,김기표,조승수
20100410,KIA,삼성,1,3,전태현,장원삼
20100410,한화,롯데,9,2,류현진,이명우
20100411,KIA,삼성,3,2,양현종,크루세타
20100411,한화,롯데,9,10,데폴라,이정훈
20100411,SK,키움,10,1,엄정욱,김상수
20100411,LG,두산,8,5,김광삼,김선우
20100413,삼성,LG,6,0,배영수,곤잘레스
20100413,SK,한화,1,2,정우람,안승민
20100413,두산,KIA,9,8,정재훈,김희걸
20100413,롯데,키움,9,0,조정훈,금민철
20100414,삼성,LG,4,5,안지만,이상열
20100414,SK,한화,6,1,글로버,카페얀
20100414,롯데,키움,5,6,이정훈,송신영
20100415,삼성,LG,0,4,나이트,봉중근
20100415,SK,한화,10,3,카도쿠라,안영명
20100415,두산,KIA,3,4,정재훈,유동훈
20100415,롯데,키움,6,0,장원준,김성현
20100416,키움,한화,4,5,송신영,류현진
20100416,삼성,SK,2,7,장원삼,송은범
20100416,롯데,두산,4,6,이명우,고창성
20100416,LG,KIA,8,4,이동현,곽정철
20100417,키움,한화,0,6,김상수,유원상
20100417,삼성,SK,3,4,크루세타,엄정욱
20100417,롯데,두산,3,4,송승준,김선우
20100417,LG,KIA,13,4,김광삼,로페즈
20100418,키움,한화,15,0,금민철,김혁민
20100418,삼성,SK,1,12,배영수,김광현
20100418,롯데,두산,9,5,조정훈,히메네스
20100420,SK,두산,3,2,정우람,정재훈
20100420,LG,키움,6,2,이상열,번사이드
20100420,KIA,롯데,10,3,양현종,사도스키
20100420,한화,삼성,3,16,카페얀,윤성환
20100421,KIA,롯데,9,6,유동훈,이정훈
20100421,한화,삼성,3,8,양승진,안지만
20100422,SK,두산,9,6,카도쿠라,김선우
20100422,LG,키움,3,1,봉중근,김성현
20100422,KIA,롯데,1,4,라이트,이명우
20100422,한화,삼성,6,1,류현진,크루세타
20100423,두산,삼성,7,9,조승수,권혁
20100423,롯데,SK,7,9,송승준,송은범
20100423,KIA,키움,3,4,이동현,손승락
20100423,한화,LG,5,0,유원상,심수창
20100424,두산,삼성,3,2,히메네스,배영수
20100424,롯데,SK,1,2,조정훈,김광현
20100424,KIA,키움,1,2,곽정철,마정길
20100424,한화,LG,3,14,김혁민,박명환
20100425,두산,삼성,8,4,이현승,윤성환
20100425,롯데,SK,4,14,진명호,글로버
20100425,KIA,키움,6,4,유동훈,고원준
20100425,한화,LG,0,3,카페얀,이동현
20100427,키움,롯데,2,10,김성현,장원준
20100427,SK,KIA,4,0,카도쿠라,윤석민
20100427,두산,한화,14,5,오현택,양승진
20100428,키움,롯데,5,6,송신영,강영식
20100429,키움,롯데,2,5,금민철,송승준
20100429,삼성,LG,3,2,안지만,봉중근
20100429,SK,KIA,3,0,김광현,전태현
20100429,두산,한화,3,1,김선우,류현진
20100430,키움,두산,5,12,번사이드,히메네스
20100430,삼성,한화,10,4,크루세타,유원상
20100430,LG,SK,4,5,박명환,고효준
20100430,KIA,롯데,8,4,곽정철,이정훈
20100501,키움,두산,11,3,배힘찬,이현승
20100501,삼성,한화,8,5,배영수,카페얀
20100501,LG,SK,3,21,곤잘레스,글로버
20100501,KIA,롯데,15,7,양현종,진명호
20100502,KIA,롯데,4,5,손영민,임경완
20100502,키움,두산,11,3,김성현,박정배
20100502,삼성,한화,8,6,나이트,데폴라
20100502,LG,SK,5,6,오카모토,이승호
20100504,키움,SK,0,3,금민철,카도쿠라
20100504,두산,LG,5,6,임태훈,봉중근
20100504,롯데,삼성,9,3,장원준,차우찬
20100504,한화,KIA,1,8,유원상,윤석민
20100505,키움,SK,2,1,번사이드,김광현
20100505,두산,LG,4,2,김선우,서승화
20100505,롯데,삼성,2,13,이명우,장원삼
20100505,한화,KIA,0,4,류현진,전태현
20100506,키움,SK,13,4,이보근,송은범
20100506,두산,LG,14,4,히메네스,곤잘레스
20100506,롯데,삼성,6,2,송승준,크루세타
20100506,한화,KIA,2,3,김혁민,서재응
20100507,SK,삼성,3,6,글로버,안지만
20100507,두산,롯데,7,13,이현승,조정훈
20100507,KIA,LG,4,0,양현종,박명환
